review_no,accom_no,user_no,accom_nm,content,review_rate1,review_rate2,review_rate3
587e25aa,9b0057ac,fddbf6f5,세인트존스 호텔,호텔이라고해서 기대했으나 제가 이용했던 객실은 청결도 그렇고 모텔급 컨디션이었습니다! 주말이라 가격은 그렇다치지만 오션뷰로 평일 아니면 재이용은 안할 것 같아요..,60,60,60
495952a7,9b0057ac,2d191a42,세인트존스 호텔,침대도 푹신푹신 깨끗하고 좋았어요,100,100,100
c8e55800,9b0057ac,8e72335a,세인트존스 호텔,기억에 남는 곳이었습니다. 청결하고 특히 인피니트 수영장 꼭 이용하세요!,100,100,100
a509dec6,9b0057ac,b03c8b04,세인트존스 호텔,이틀동안 잘지내다 갑니다,100,100,100
885a10bf,9b0057ac,f0d36731,세인트존스 호텔,"갑작스럽게 바다여행을 가게되었는데,작년에 세인트존스에서 너무 편안하게 2박 지냈던 기억이 있어서 다시 예약했습니다^^이번엔 파셜뷰로 예약했고,  호캉스가 목적이었던 터라 빨리 들어가어 좀 쉬고싶었는데 다행이 일찍 체크인이 가능 했습니다.4시체크인 인데, 3시 약간 넘어서 체크인 해주셨어요.급여행이라 아무것도 안챙겼는데 칫솔.치약까지 준비되어 있어서 넘 좋았어요!",100,90,100
ba7fc4ff,9b0057ac,407c88ee,세인트존스 호텔,"애견동반룸은 엄청 깨끗한 객실을 바라기는 힘든편인데 여기는 깨끗한 편이에요!침대가 높은데 계단이 있어 편하고 식기,패드가 다 준비되어 있어 좋았어요~저층이다 보니 뷰는 기대하기 아쉽지만 강아지와 간다고 생각하니 괜찮더라구요!주변 상권들이 애견동반이 많아서 그 점이 아주 좋았어요!다음에도 또 이용할 예정입니다~",100,100,100
1b46a1cb,9b0057ac,1bfe8f7d,세인트존스 호텔,진짜 너무 완벽히 행복했습니다,100,100,100
9226f34f,9b0057ac,c9f0476d,세인트존스 호텔,후기때문에 겁났었는데생각보다 좋았어요  ^^,100,100,100
bd5d4e81,9b0057ac,2935472e,세인트존스 호텔,1.시설은 하루 묵어서 잘 모르갯지만 좋은 듯 했고 청결상태가 완전 꽝이었습니다 냉장고 옆 선반을 열엇더니 예전에 묵엇던 사람들이 먹고 난 과일쓰레기와 남은 물 페트병 그리고 실내화까지 청소되지 않은 상태로 그대로 남아있더라구요 그래서 방을 두번이나 옮겻습니다.입실 시간이 5시쯤이엇는데 체크아웃시간이 11시임에도 그때까지 청소하고 계시더라구요... 호텔이 규모가 큰 만큼 좀 청소해주시는 분 인력이 충분하면 좋을텐데; 안타깝기도 하면서 호텔을 이용하는 입장에서는 조금 불편했습니다. 청결상태 좀 신경써주세요그 외에 접근성은 좋은 편이었습니다,80,80,20
1b46db0a,9b0057ac,8977324e,세인트존스 호텔,"침대가 정말 커서 둘이 누워도 남는 크기라 좋았습니다 ㅎㅎㅎ 다만 바닥이 온돌이 안되어 발이 조금 시려웠고, 침대 옆 선반에 먼지가 뽀얗게 앉아있더라구요 ㅠ.ㅠ 객실 수가 많지만 청소에 조금 더 신경을 써주셨으면 좋겠습니다 ㅎㅎ 인테리어는 전반적으로 예뻤어요!",100,100,70
72a63afe,9b0057ac,3fb9c1b5,세인트존스 호텔,친절 깨끗한 숙소 강추,100,100,100
ca8c511a,9b0057ac,10eba5f6,세인트존스 호텔,체크인이 오래걸려서 대기표 미리뽑아두라는 말 보고 12시~1시쯤 뽑아놨었는데 안그랬으면 진짜 오래걸렸을것 같아요체크인하고 좀 쉬다가 내려왔는데도 줄이 길더라구요룸은 깔끔했고 뷰도 예뻤어요근데 호텔 안내랑 셀프체크아웃 그런거 할수있는 태블릿이 고정되어있는데 충전도 안되어있고 선도 짧아서 당황스러웠던... 제가 묵었던 방만 그랬는지 모르겠지만 2m선 있으신분들은 가능할거같아요그 부분은 좀 아쉬웠는데 그래도 전체적으로 만족했습니다!,100,100,100
562d83e8,9b0057ac,bd516e5b,세인트존스 호텔,좋긴한데 너무비싸욤ㅜ,100,100,100
d3615ca3,9b0057ac,63be8238,세인트존스 호텔,"8/4-6 이용했습니다. 성수기 기간에 급하게 잡은거라 애견 동반 호텔인지도 몰랐네요.. ㅠㅠ 알았으면 예약하지 않았을거에요.. 워낙 유명한 호텔이기에 자주 거론되는 문제점에 대한 느낀점만 적어보겠습니다1) 체크인 붐비는 문제 : 일찍 도착해서 번호표 뽑아두면 비교적 쉽게 할수 있어요, 그런데 더 정확한 문제는 프론트에 계시는 분들이 일이 너무너무 숙지가 안되어 있으셔서 오래 걸린다는거에요..  제 예약번호도 조회가 안된다고 .. 한참을 기다렸네요2) 엘베 몇층인지 안나오는것은 정말 너무 불편해요.. 공용 엘레베이터인지 중앙에 있는 엘레베이터는 몇층인지 나와서 이걸 주로 이용했어요, 그런데 왜 계단문은 오후 6시부터? 이용을 못하게 해놓은건지 궁금해요... 저녁에 얼음 가지러 한번 나가면 10분은 걸렸던거 같아요 하..3) 객실 청결 문제 : 정말 여러 호텔을 다녔지만 최.악 이었어요 첫날은 수건에서 너무 냄새가 나서 기분탓인가? 하고 그냥저냥 썼네요.. 그리고 먼지가 너무 많고 침구에서 나오는 먼지인지 ㅜㅜ 무슨 털이 너무 날려요 ... 애견 호텔이라 강아지 털인건가 생각이 계속 들었어요 ㅠㅠ 그리고 커튼 먼지는 살면서 본 먼지중 제일 많았던것 같아요 .... 4) 사람이 어찌나 많은지 조식도 줄서서 먹은적은 처음이에요...5) 전 몰랐는데 로비에서 강아지 특유의 냄새가 난다고 하더라규요 ㅠㅠ( 전 동물 애호가는 아니라.. 좋지는 않았어요 ㅠㅠ)6) 수영장은 사람은 많지만 뷰는 끝내줬어요!7) 헬스장이 기구가 다양하게 있고 넓고 좋습니다8) 1층에 있는 빵집도 맛있다고 해서 이용해 보고 싶었는데 강아지들이 테이블에 다 올라와 있는거 보고 .. 한번도 갈수가 없었어요9) 전 다시는 이용하지 않을것 같아요... ㅠㅠ 강아지 안좋아하시는 분들도 이용 안하시는게 좋을것 같아요..",100,100,20
1a145792,9b0057ac,87361562,세인트존스 호텔,2022 강문해수욕장 마지막 피서 정말 좋았습니다,90,90,90
365cf671,9b0057ac,1b822b41,세인트존스 호텔,"여자친구와 800일기념으로 생애처음 세인트존스호텔을 가게되었는데, 룸컨디션도 그렇고 주변시설도 그렇고 수영장도 그렇고 다 너무너무좋앗어요ㅠㅠ! 여자친구도 너무 좋아라하고 무엇보다 잘때듣는 파도소리가 너무 힐링이엿어요!ㅎㅎ 담에 경제적으로든 시간적으로든 여유가 된다면 연박으로 또 다시 한번 이용하고싶습니다!ㅎㅎ뷰는 제가 오션뷰충이라…오션뷰로 했고 아침에 일어날때 보이는 그 바다가 너무좋앗네요!! 잘놀다갑니다!",100,100,100
d112c20a,9b0057ac,93b270d6,세인트존스 호텔,🚫현관문 잠그고 주무세요. 갑자기 문 열릴 수 있어요.🚫 이런 경우는 처음이어서 다른 방문객 분들도 조심하시라고 후기 남깁니다. 체크아웃 11시였고 9시 40분 쯤 씻고 나와서 나갈 준비하고 있는데 초인종 소리가 들리더라고요? 당시에 티비 켜 놓고 있어서 티비 소리인가보다 하고 세면대에서 준비하고 있었는데 초인종 소리 이후에 철컥 소리 나더니 문 열렸다가 바로 닫혔어요. 제가 서서 준비 중인걸 보고 닫으신 것 같은데.. 그 이후에 죄송하다던지 아무런 피드백이 없었습니다. 너무 황당해서 로비에 전화해보니까 메이드가 객실을 헷갈린 것 같다고 죄송하다고 하셨어요. 항상 세인트존스 올 때마다 만족해서 여러 번 방문했고 다른 숙박업소를 가도 이런 적이 없었는데 정말 ㅠ 제가 옷 갈아입고 있는 상황에 그랬다고 생각하면 너무 싫네요. 문 꼭 잠그고 주무세요.,10,30,100
091f884e,9b0057ac,da4b788e,세인트존스 호텔,아이랑 같이 가서 잤는데 편했어요,100,100,100
ee03b2ab,9b0057ac,d069a983,세인트존스 호텔,체크인에 대한 안좋은 후기가 많아서 계획을 잘 세웠더니 편하게 여행했습니다. 저는 1시쯤에 호텔에 도착해서 대기표받고 다른 곳 구경하다가 3시반쯤 체크인했습니다. 성수기 주말이라 그런건지 체크인을 빨리 시작한거 같더라구요. 주차도 내부가 금방 만차되고 외부에 주차하는 불편한을 경험하기 싫어서 호텔 내부에 주차하고 택시로 이동했구요. 수영장 프리패스 이용했는데 음.. 수영장 이용료는 좀 비싼거같네요.. 버블도 정해진 시간에 5분 정도만 쏴주고 파인풀은 버블이 퐁..퐁..퐁.. 풍성하게 나오는 느낌이 아니에여 ㅜㅜ객실은 나름 청결했지맘 다회용 어매니티 줄거면 가득 채워라도 두던가.. 머리 한번 감으니 샴푸가 없네요..?수건도 2개추가는 무료이나 그 이상은 유료인게..수영하다보면 자주 씻어야하는데 수건이 너무 적어요. 체크아웃은 패드로 1분만에 할 수 있어 편합니다,100,80,80
9a6f4da4,9b0057ac,8b3bfbe7,세인트존스 호텔,"역시 왜 인기가 많은지 알겠더라구요. 객실 컨디션 부터 직원들 모두 친절하시고, 숙소 주변 시설과 내부 시설 모두 최고였습니다. 인피니티풀 등은 사용을 못해서 아쉬웠지만 객실부터 좋아서 최고였네요! 근데 풀파티 할때는 조금 소리가 울리는게 잇어서 아쉬웠지만 대체적으류 만족햇습니다! 호텔 1층에 여러 식음료 시설도 있고 편의점도 잘 되어있고, 앞에는 해변이 바로 잇어서 편해요!",100,100,100
6e8d6b87,9b0057ac,806b6bca,세인트존스 호텔,"남자친구와 1박으로 다녀왔습니다. 주차는 지하 1층에 주차했는데 주차공간이 협소해서 일찍 가시는게 좋을것 같아요. 호텔 입구랑 먼곳이어도 먼저대는게 승리..! 그리고 호텔직원분들 다 친절하시고 룸 컨디션도 좋았습니다. 화장실 수압, 세면대배수, 변기수압 문제없이 편히 이용할 수 있었으나 칫솔 치약은 꼭 사가셔야합니다. 어매니티들이 생각보다 괜찮더라구요. 린스샴푸바디워시등 사용감이 생각보다 괜찮아서 놀랐습니다.1층에서 와인오프너 아이스바스켓 와인잔 모두 대여 하였고 친절하게 응대해주셔서 편히 이용했습니다. (얼음은 따로 담을 수 있어요) 단점이라면 호텔 분위기가 흡사 리조트 느낌이라 ㅋㅋㅋ 별로일 수도 있으나! 강릉은 다 비슷하더라구요. 추가 타월요청이 금액이 발생하는게 좀 놀라웠습니다. 바디타월은 장당 3천원이더라구요. 저희는 코너로 바다뷰였는데 충분히 바다 풍경 즐기기 문제 없을정도로 좋았고 소음은 조금 들려요. 복도는 진짜 어쩔 수 없고 방에서 소리지르면 들리기때문에 서로서로 배려해서 사용해주셔야할거같아요:) 새벽에 조금 씨끄러웠지만 걍 그러려니 했습니다. 룸 컨디션자체도 괜찮았고 침구도 나쁘지 않았고 드라이기도 무난무난 했습니다 :) 저렴하게 예약해서 가성비 있게 사용하다 온 느낌이에요! ㅎ 헬스장과 수영장은 이용하지 않아서 잘 모르겠습니다.엘베는 홀/짝/전체 나눠져있고 좀 작으니까 시간이 걸려요! 참고하세여",100,100,100
e4f8fae8,9b0057ac,10ea2f1b,세인트존스 호텔,좋았습니다 애견동반이 가능해서 애견을 싫어하신다면 피하셔야할것같아용,100,100,100
d28d7693,9b0057ac,b1914937,세인트존스 호텔,1회용품들을 따로 준비해야하는건 아쉽지만 좋았어요!,100,100,100
f980f8a2,9b0057ac,45997a45,세인트존스 호텔,"1. 시설 면에서도 굉장히 실망한 곳입니다. 인테리어등도 매우 실망스럽습니다. 엘리베이터 안 천장에서는 물이 떨어지고, 엘레베이터 기다리는 시간도 너무 길고..수영장은 수용인원 이 초과 된 것인지.. 너무 많은 사람들이 물에 있었고.. 앉아있을 장소 또한 별도의 금액이 발생하고, 운영적인 측면이 매우 실망스럽습니다. 2. 프론트에 있는 직원들도 많은 수의 손님을 응대하는라 그런지.. 정확한 설명과 친절함도 찾아볼 수 없습니다. 택시를 요청 했을때도..손님이 알아서 콜하라고 해서..이동하는 것도 매우 힘들었습니다. 3. 부페식당에서 지정해준 좌석에 착석하지 않았다고, 노령의 부모와 식사중에 있는데.. 자리를 옮기라고 한 매니저 급 직원의 응대는 당황스러웠습니다. 이런 상황이였다면 식사전 손님에게 설명을하고  식사전 자리를 바꾸라고 했었어야지.. 식사도중에 와서 자리를 바꾸라고 한것은 이해가 안 됩니다. 손님이 많지도 않았고, 그 자리가 특별한 좌석도 아니였는데..지금도 다시 묻고 싶습니다. 노령의 부모님이 거동 때문에 조금 앞쪽에 착석을 했다고 했고..그럼 자리에 앉기전에 그 자리가 예약석이였다는 것도 명백히 밝혀서 손님이  그 상황을 인지하게 하는 것이 직원의 역할 아닙니까! 하지만 매니저등 직원 어는 한분도 이런 상황을 밝히지 않았습니다. 4. 다시는 이 호텔에 가지 않겠지만.. 다른 분들에게 추천 또한 할수 없는 곳입니다. 기대를 하고 간 곳인데.. 매우 실망스러운 곳 입니다.",10,10,20
8dd36999,9b0057ac,b7474043,세인트존스 호텔,직원들 불러도 안오고.. 불러도 확인해준다고하고 나서는 안옴..심십분기다려서 겨우 답을받고.. 어느동으로 가야하는지 안내도없어서 다른동가서 길잃었어요.. 다른건 괜찮고 좋았는데 어느동 어디로가야하는지 안내판좀 있었으면...사람이 너무 많아서 셀프체크인해서그런가..,20,100,100
488b3bbd,9b0057ac,30c20fdc,세인트존스 호텔,이제 오픈한곳이라서 그런지 직원 숙련도가 좋진 않았습니다. 카드키가 안되서 몇번이나 로비로 가야 됐구요.....엘레베이터 이용시 카드키를 사용하여 이용해야 되서 불편했습니다. 또한 오픈한지 얼마 인되서 부대시설이라던지....주변에 이용할만한 가게나 식당이 없으며 차를 이용해야지만 그나마 먹을께 있습니다. 직원 친절은 좋았구요....직원들이 다들 젊어서 호텔 분위기도 젊은 느낌입니다. 호텔은 깨끗하구요...아직까지 호텔 16층 수영장은 못가봤으나 그렇게 큰편은 아닌것 같습니다. 현재 풀파티라고 하여 클럽노래를 틀면서 운영중인데 새벽1시까지 합니다...풀파티를 같이 즐기시는 분은 좋겠지만 숙박하시는 분들은 클럽노래와 우퍼소리가 신경쓰일것 같네요...,80,80,100
85d4a109,9b0057ac,39d0f710,세인트존스 호텔,시설도 깔끔하고 수영장 및 피트니스 시설도 좋았습니다.,100,100,100
38a8f45c,9b0057ac,3eb82927,세인트존스 호텔,너무 깨끗하고 좋았어요!,100,100,100
501d3cb7,9b0057ac,5f469192,세인트존스 호텔,체크인시간 ㅋㅋ 잘선택하시길ㅋ,60,60,60
dc08aa3e,9b0057ac,1379659c,세인트존스 호텔,일회용품안주더라그요?가격이  저렴한것도아닌데.....일회용품을  내돈주고  구입하는게좀  아쉽네요그리고   호텔은  두번째인데.... 나름괜찮아요,60,60,100
da542d6b,9b0057ac,bace6125,세인트존스 호텔,1층 빵가게에 물낭리(?)가 나서 그 유명하다는 감자빵을  못  사가지고 온게 아쉽습니다. 자주 찾는  호텔 이기도 하지만 전체적으로 아주 만족합니다.  다만 로비에서 첵크인  하는데 너무 살벌. ㅋㄹㄴ(?) 덕분  음,100,100,100
9726aa3a,9b0057ac,a8235914,세인트존스 호텔,너무너무 좋았어요!,100,100,100
17ed931b,9b0057ac,c4fe9839,세인트존스 호텔,애견동반으루 다녀왓어용 굳 깔끔띵,100,100,100
2306d130,9b0057ac,6039dd8d,세인트존스 호텔,매우 좋아요 또 갈래요,100,100,100
53696341,9b0057ac,89e95c6c,세인트존스 호텔,"주말에 가족여행 다녀왔는데파셜오션뷰이긴했지만 층수도 낮고 뷰는 정말 생각보다 별로였습니다. 공사때문에 소음도있고..청결상태는 괜찮고 뷰는... ㅎㅎ작년 3월에도 다녀왔었는데조식 메뉴구성은 여전히 비슷한데 딱히 메리트 없는거 같고,웰컴 커피도 없어지고무리하게 자리만 분리시켜놔서옆테이블이랑 가깝게 붙어있더라구요다시 가게된다면 이용은 안할거 같네요",70,60,70
8de5a4a1,9b0057ac,ed056d1b,세인트존스 호텔,체크인 4시 시작 + 대기줄 무진장 김4시 체크인시작인데 사람 넘 많아서 시장바닥같음환경을 생각해서 일회용품 안주고 1층 로비 자판기에서 8000원에 구입가능담에 또 근처 놀러간다면 스카이베이갈듯,10,10,10
ec7b7741,9b0057ac,79721577,세인트존스 호텔,서비스나 시설 모두 만족스러웠습니다,90,100,80
3497d08b,9b0057ac,92ef38eb,세인트존스 호텔,화장실에 피 묻은 생리대가 떡하니 있길래 너무 놀랐네요.청소를 얼마나 제대로 안하면 화장실 쓰레기통 옆에 피묻은 생리대가 그냥 바닥에 떨어져있을까 싶네요...제발 제대로 청소해주세요. 너무 기분 상했어요,10,10,10
b8023da9,9b0057ac,c387f64a,세인트존스 호텔,디럭스 더블 파셜뷰에서 묶었는데 청결상태가 굉장히 좋았어요~ 방음이 조금 부족하기는 했지만 그래도 시끄러워서 잠을 못잘 정도는 아니였고 적당했던것 같아요~파셜뷰지만 바다가 워낙 넓다보니 경치구경하는데도 별 무리가 없었고 아침 체크아웃때까지 천천히 해가 들어와 나름 편하게 푹쉬다가 올 수 있었어요 다음에 다시 강릉에 가게되면 다시 묶고 싶은 숙소에요~~~~,100,100,100
cfe34ddc,9b0057ac,8364907e,세인트존스 호텔,좋은 추억 쌓고 갑니당 ㅎㅎ,100,100,100
12e06545,9b0057ac,1f6b056b,세인트존스 호텔,객실 내부는 청결했으나 주차 및 체크인 서비스는 너무 부족합니다.,20,20,80
3a74868d,9b0057ac,4589c3a9,세인트존스 호텔,가성비 최고입니다.인피니티풀도 만족스럽게 즐겼네요.호텔이 워낙커서 좀 놀랐는데장점이자 단점이 될순 있겠네요특히 직원분들이 친절해서 즐기는데 무리도 없었고기분좋게 쉴 수 있었습니다.,100,100,100
ef4858eb,9b0057ac,2dc50266,세인트존스 호텔,방이.. 맨끝인거 빼고는 좋았습니다.깔끔하고 넓고 편히쉬다갑니다~!,100,100,100
8ad30dfe,9b0057ac,eafb5fd8,세인트존스 호텔,청결하고 넓고 좋아요!! 또 방문하고 싶은 곳입니당,100,100,100
2da01347,9b0057ac,9acda671,세인트존스 호텔,입실을 늦게야 잠만 자고 나와야 했지만창문으로 보는겨울바다와 파도는 너무나 멋졌어요첫날 눈이 많이 왔던터라 설경도 너무너무 좋았습니다제일 끝코너 뷰 방이라 엘레베이터가 좀멀긴 했지만 그래도 지하에 편의점등의 부대시설 이 있어 이용하기가 편리했고 체크아웃의 속도또한 빨라서 좋았답니다아ㅡ 그리고마루바닥이라 카펫트보다훨씬 처음 ㅕㄹ했구요 다만 엘레베이터가 호텔크기에비해 적어 체크아웃시간시 엄청기다려야 했네요,70,100,100
00447ad3,9b0057ac,6c5ce675,세인트존스 호텔,"우선 파셜뷰 방이었는데 되게 바다가 생각보다 잘 보여서 너무 좋았습니다. 그리고 배정받았던 방 바로 근처에 엘리베이터가 있었는데 그거 타고 내려가면 바로 편의점이라 매우 편리했습니다. 시설도 매우 깨끗했고, 저녁에 간간히 들려오는 파도소리에 분위기에 취할 수 있었습니다. 단지 아쉬운 점은 어매니티는 직접 구매하시거나 챙기셔야해서 그 점 참고하시면  좋을 것 같습니다. 직원분들도 매우 친절하셨습니다^^",100,100,100
80a7ba44,9b0057ac,4b77fbe3,세인트존스 호텔,더블룸으로 논밭 뷰로 다녀왔는데 바다가 안 보여도 꽤 괜찮았아요 호텔이라 시설도 좋고 깨끗합니다어메니티 제공이 하나도 안되어서 너무 불편했어요ㅜㅜ기본작인 샴푸 린스 바디는 제공해주지만슬리포나 치약 칫솔은 구매해야합니다꼭 챙겨오시길 바래요위치도 아주 좋고 주변에 음식점 술집 편의점도 있어서 아주 편해요우리가 갔을 때 사람들이 엄청나게 몰려 체크인이 오래 걸렸지만 체크아웃은 셀프로 빠르게 했어요귀여운 강아지도 많아서 아주 좋았습니다조금 낡아 가지만 그래도 강릉에서 좋은 호텔이라 자주 방문합니다체크이웃하고 1층에 있는 카페는 조금 개선이 필요해보여요밀탑 팥빙수는 아주 맛있게 먹었어요커피를 시키고 기다리는데 주문이 되지 않아서 아주 오래 기다렸습니다 진동벨이 울리니 벨만 그냥 가져가더라구요커피를 시켰다고 하니 일하시는 분들끼리 혼동이 많은것 같더라구요 그리고 바쁜건 알지만 불친절한 편이에요그래도 다음에 강릉오면 세인트 존스로 방문할 예정입니다전반적으로 아주 괜찮습니다,100,100,100
338054ef,9b0057ac,c257884b,세인트존스 호텔,깔끔하고 수영장어무좋았습니다 잘쉬다갑니다~,100,100,100
d523ebf9,9b0057ac,d0bc9d01,세인트존스 호텔,모든면에서 만족스럽네요!잘 놀다갑니다 ^^,100,100,100
8ae5195c,9b0057ac,54b17b38,세인트존스 호텔,오션뷰가 너무너무 좋았습니다!!!!!!!!!!!또가고싶어요!!!!!!!!!!!!부모님 모시고 같이 가고싶습니다!!!!!!!!행복한 시간을 보내고 왔습니다!!!!!!!!!!!!!수영장도 너무 좋고 안에 시설도 나쁘지않았습니다!!!!편의점도 바로 있어서 너무 좋았어요!!!주변에 먹을껏도 너무 많아서 좋았습니다!!조개구이 맛집을 찾았습니다!!!!!!!!!,100,70,100
a9a916d4,9b0057ac,bac80766,세인트존스 호텔,"반려견과 함께 여행 하고 있어서 세인트 존스 강릉은 이번이 두번째 입니다. 처음 예약할땐 리뷰에 가끔 청결에 관한 이슈가 있어서 반신반의 하며 왔었는데, 두번 모두 방 청결은 괜찮았어요. 수건이 준비 되어 있지 않았는데 전화 하니 바로 가져다 주셨습니다. 지난번엔 안내 자체에 조식 식당 반려견 동반이 불가하다고 해서 조식을 못먹었는데요. 이번 체크인 할때 문의해보니 동반 가능 하다고 해서 바로 추가 결제 했습니다. 그런데 식당 안 입장이 불가 하고 식당 입구 복도에 테이블이 있을 줄은 몰랐어요. 호텔 조식이라는 느낌은 전혀 안납니다. 안쪽에 음식을 가지러 들어가 보니 오른쪽 구석 창이 없는 테이블도 있고 룸도 있는데, 반려견 동반이 가능 하다고 하실거면 차라리 파티션으로 공간 분리를 한다든가 하는게 낫겠어요. 밖에 부페도 많고 브런치 먹을 곳도 많은데 이렇게 복도에서 식사할걸 안내받고 미리 알았으면 결제 하지 않았을 겁니다. 조식은 이용 하던 안하던 환불 불가라고 하여 어쩔 수 없이 먹는데 여행 아침부터 기분이 매우 좋지 않네요. 반려견 동반 하시는 분들 조식 이용 하실거면 입장 가능한 테이블이 정확히 어디인지 확인 하시고 괜찮으시면 이용 하세요. 저는 개인적으로 복도에서 먹을줄 알았으면 잠을 더 자고 룸서비스를 시키거나 나가서 먹었을거에요.",60,80,80
326c38cf,9b0057ac,1fec5794,세인트존스 호텔,깨끗해서 좋아요 ! ~~,100,100,100
c76bac34,9b0057ac,d38222a8,세인트존스 호텔,처음 입장했을때는 사람이 엄청 많았는데도 불구하고 직원들이 하나하나 세세히 설명해주고 친절하게 다 알려주셔서  너무 행복한 여행이였어요!!! 비록 마운틴 뷰 였지만 쌓인 눈때문에 더 더 더 이뻐 보였어요 ㅎㅎ생각한거보다 시설이 엄청 더 좋았구 너무 넓어서 구경하는데도 시간이 엄청 걸렸네요 무엇보다도 호텔 안에서 넷플릭스 시청까지 무료로 가능해 행복한 호캉스를 보낸거 같습니다 ㅎㅎ 화장실 인테리어두 너무 이쁘구 청결 상태는 말해 뭐해 입니다~ 하루 묵었지만 더 묵고 싶었던 많이 아쉬웠던 호텔이예요 ㅠㅠ 다음에 강원도 놀러간다면 세인트존스 호텔을 이용할거 같아요 ㅎㅎ  추위를 많이 타서 온수풀은 못즐겨 너무 아쉬워요! 그치만 여름에는 꼭 버블파티와 인피니티풀을 꼭 즐겨보고싶네요 ! 그리고 정말 놀랬던게 이런 4성급 호텔에서 애견동반까지 가능하더라구요! 저도 애견인으로서 너무 놀랐구 같이 데려올 걸 하는 맘에… 아쉬웠습니다 ㅠ 체크인부터 체크아웃까지 정말 시간 빠르고 푹 머무르다 갑니다 ㅎㅎ 다음에도 세인트존스!!!!!!!!,100,100,100
b59f6efc,9b0057ac,c1226246,세인트존스 호텔,여름 마지막 휴가를 위해 선택한 곳.. 룸 컨디션도 좋았고 내부 시설에서도 나무랄곳 없이 훌륭합니다. 체크인시 사간이 오래 걸린다는 후기가 많아 일찍 도착해서 미리 대기를 걸어 두었기에 전혀 불편함이 없었습니다.. 직원분들도 친절하게 안내해주셨고 주차 등록도 미리 해주셔서 주변에서 바다 구경하며 기다릴 수 있었습니다. 일찍 대기를 걸어놓으니 오히려 1시간 빨리 입실할 수 있었고 주변 경관 및 편의시설 등이 잘 갖추어져 있어 가족들과 즐거운 시간을 보낼수 있었네요.. 내년 휴가때도 또 이용할 예정입니다.,100,100,100
eda08198,9b0057ac,47fbb149,세인트존스 호텔,거의 휴가 막바지에 방문했는는데도 사람이 많았어요 원래 체크인 시간보다 일찍 도착해서 체크인 번호표를 뽑는게 좋을거같아요! 체크인은 셀프체크인도 있고 직원분들도 상당히 빠르게 도와주십니다! 전반적인 룸 컨디션 만족하고 수영장이 조금 비싼감은 있지만 비가와서 추웠음에도 물도 따듯해서 잘 놀다왔습니다! 슬리퍼나 일회용 칫솔 이런거는 객실에 없고 따로 구매하셔야 합니다!,100,100,100
8bab5069,9b0057ac,ed868960,세인트존스 호텔,뭐 다들 아시겠지만 강문의 랜드마크!,100,100,100
848a9eaf,9b0057ac,ab4321a9,세인트존스 호텔,역시 세인트존스!! 너무 좋았습니다 ㅎㅎㅎ 우선 방이 넓고 침대도 커서 굉장히 편하게 하루 묵을 수 있었습니다자체 샴푸 컨디셔너 바디워시도 향 좋고 굿이에요 ㅎ부대시설도 많아서 지루할 틈이 없었습니다글고 직원분들도 넘 친절하세요 ㅎ 정말 감사합니다~~바다 바로 앞이라 바다 산책 하기도 좋고 주변이 혼잡하지 않아 조용히 묵을 수 있어 특히 좋았어요강릉 올 때마다 세인트존스 꼭 가는데 다음 여행도 예약입니다!!,100,100,100
4fd0b1af,9b0057ac,2c0363ce,세인트존스 호텔,편하게 잘쉬다 왔습니다,60,100,90
d4358edb,9b0057ac,d2d279e4,세인트존스 호텔,큰 기대를 하고 적지 않은 금액을 지불하고 예약을 하였으나 너무 기대를 많이 했나봅니다...3시간동안 객실온도가 올라가지않아..떨다가 결국 객실 변경 요청했고 재배정받은 객실은 정리가 안되어있고 물컵은 하나에 유리창은 얼룩 천지...바닥은 걸을때마다 부스러기가 걸리고...프런트 직원분은 친절하게 응대해주셨으나..객실 정리는 아쉽네요.. 특급호텔은 첨이라 너무 기대가 컸나봅니다..,80,30,100
1cf7671c,9b0057ac,acf58080,세인트존스 호텔,"숙소앞 바다가 정말 예뻐요!!  호텔 내부도 정말 만족했는데 사진을 많이 찍지 못했어요 큰 호텔 답게 내부에 시설이 정말 잘 갖춰져 있어서 아기를 데리고 가기 좋았어요. 왜 강원도에서 손꼽히는 호텔인지 알겠더라구요. 숙소 내부 식당 퀄리티도 만족스러웠어요. 어딜가나 강릉바다가 한눈에 시원하게 들어와서 그점이 가장 좋았고, 룸 컨디션도 아주 깔끔하고 좋았습니다.",100,100,100
4462f11b,9b0057ac,87361562,세인트존스 호텔,워크샵이 많아 평일인데도 매우 혼잡하네요 서로간에 예절을 좀 지켰으면 합니다,90,90,90
f329c30a,9b0057ac,d0438baf,세인트존스 호텔,"세인트존스는 뚜벅이 시절부터 자주 찾는 호텔이에요.근처에 쭉 해변이 이어져 있어서자주 와도 매번 다른 즐길거리가 많아서 더욱 좋습니다.(영진,사천,주문진,경포,강문,안목,정동진...)셀프체크인,셀프체크아웃이 생겨서 오래 기다리지 않아서 편해진 것도 너무 좋고요.호텔 내 먹거리 부대시설도 편리해요.이번에는 세인트존스에서 그리 멀지 않길래 묵호항도 방문했었어요~그리고 강릉 올때마다 흑임자라떼,초당옥수수라떼도 무조건입니다. 근처 옛태광식당에서 아침 먹고테라로사에서 아메 마시며 멍때리기도 했어요~그때 그때 안가본 곳을 가기도 하고매번 들렀던 곳을 또 가기도 합니다.강릉 여행은 매번 좋아요~",100,100,100
